Timestamp,Data...
2025-01-26 23:38:22.981583,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:22.992091,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.002100,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.012094,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.023095,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.034093,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.045101,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.056094,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.067094,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.078156,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.089151,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.100150,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.111150,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.121958,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.132959,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.145963,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.155503,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.167020,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.177024,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.188022,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.199021,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.210024,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.221026,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.232020,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.243021,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.254255,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.264267,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
2025-01-26 23:38:23.276255,834.4,834.0,100.0,1.32,10.28,0.1,0.0,0.0,0.0,1.32,10.28,0.1
